id,name,email,phone,image,address,email_verified_at,password,user_type,created_at,,,,,
14,Mai Thị Lan,maithilan@example.com,397314139,https://plus.unsplash.com/premium_photo-1670884442192-7b58d513cd55?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mzd8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 774, ,12345678,candidate,2023-3-11 12:42:30,,,,,
15,Thái Văn Linh,thaivanlinh@example.com,397314140,https://plus.unsplash.com/premium_photo-1670884441012-c5cf195c062a?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDF8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 775,,12345678,candidate,2023-7-11 12:42:30,,,,,
16,Đặng Thị Hoa,dangthihoa@example.com,397314141,https://images.unsplash.com/photo-1534528741775-53994a69daeb?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDB8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 776,,12345678,candidate,2023-8-11 12:42:30,,,,,
17,Lâm Anh Tuấn,lamanhtuan@example.com,397314142,https://images.unsplash.com/photo-1608889175123-8ee362201f81?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjR8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 777,,12345678,candidate,2023-9-11 12:42:30,,,,,
18,Kiều Thu Hà,kieuthuha@example.com,397314143,https://images.unsplash.com/photo-1586297135537-94bc9ba060aa?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDJ8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 778,,12345678,candidate,2023-10-11 12:42:30,,,,,
19,Lại Tuấn Anh,laituananh@example.com,397314144,https://images.unsplash.com/photo-1640960543409-dbe56ccc30e2?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzB8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 779,,12345678,candidate,2023-11-11 12:42:30,,,,,
20,Quách Quang Tín,quachquangtin@example.com,397314145,https://images.unsplash.com/photo-1601455763557-db1bea8a9a5a?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzZ8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 780,,12345678,candidate,2023-12-11 12:42:30,,,,,
21,Vương Ngọc Trinh,vuongngoctrinh@example.com,397314146,https://plus.unsplash.com/premium_photo-1683121769247-7824fdc324de?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDV8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 781,,12345678,candidate,2023-1-11 12:42:30,,,,,
22,Phan Văn Hậu,phanvanhau@example.com,397314147,https://images.unsplash.com/photo-1599566147214-ce487862ea4f?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mzl8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 782,,12345678,candidate,2023-1-11 12:42:30,,,,,
23,Dương Thị Hằng,duongthihang@example.com,397314148,https://images.unsplash.com/photo-1632324343640-86af9827dbeb?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDd8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 783,,12345678,candidate,2023-2-11 12:42:30,,,,,
24,Chu Minh Tuấn,chuminhtuan@example.com,397314149,https://images.unsplash.com/photo-1623582854588-d60de57fa33f?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDN8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 784,,12345678,candidate,2023-1-11 12:42:30,,,,,
25,Trần Văn Hiền,khuongthingoc@example.com,397314150,https://plus.unsplash.com/premium_photo-1669879825881-6d4e4bde67d5?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDl8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 785,,12345678,candidate,2023-2-11 12:42:30,,,,,
26,Nguyễn Công Thương,quanghoa@example.com,397314151,https://plus.unsplash.com/premium_photo-1672872328377-65f2eefcb5a2?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NTN8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 786,,12345678,candidate,2023-3-11 12:42:30,,,,,
27,Tạ Thị Ngọc Mai,huyhoang@example.com,397314152,https://plus.unsplash.com/premium_photo-1690587673708-d6ba8a1579a5?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTEzfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 787,,12345678,candidate,2023-7-11 12:42:30,,,,,
28,Tống Quang Anh,thanhhong@example.com,397314153,https://images.unsplash.com/photo-1645378999013-95abebf5f3c1?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTE0fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 788,,12345678,candidate,2023-10-11 12:42:30,,,,,
29,Lục Thị Ngọc Anh,minhquang@example.com,397314154,https://images.unsplash.com/photo-1508214751196-bcfd4ca60f91?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIyfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 789,,12345678,candidate,2023-11-11 12:42:30,,,,,
30,Phùng Văn Dũng,tuanthanh@example.com,397314155,https://plus.unsplash.com/premium_photo-1671656349218-5218444643d8?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NTd8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 790,,12345678,candidate,2023-12-11 12:42:30,,,,,
31,Hà Thị Hoài,thuymai@example.com,397314156,https://plus.unsplash.com/premium_photo-1669882305249-5af7f5ed5c10?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 791,,12345678,candidate,2023-1-11 12:42:30,,,,,
32,Nghiêm Quốc Khánh,thanhcong@example.com,397314157,https://images.unsplash.com/photo-1630841539293-bd20634c5d72?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NTl8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 792,,12345678,candidate,2023-1-11 12:42:30,,,,,
33,Hứa Thị Mai,hoanglinh@example.com,397314158,https://plus.unsplash.com/premium_photo-1690407617686-d449aa2aad3c?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OTN8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 793,,12345678,candidate,2023-1-11 12:42:30,,,,,
34,Đoàn Thị Ngọc Linh,nguyenphuc@example.com,397314159,https://images.unsplash.com/photo-1645378999488-63138abdecd2?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTI0fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 794,,12345678,candidate,2023-2-11 12:42:30,,,,,
35,Mã Văn Phú,thanhtrang@example.com,397314160,https://images.unsplash.com/photo-1594616838951-c155f8d978a0?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjB8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 795,,12345678,candidate,2023-3-11 12:42:30,,,,,
36,Hồng Minh Hiếu,hongphong@example.com,397314161,https://images.unsplash.com/photo-1623330188314-8f4645626731?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjJ8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 796,,12345678,candidate,2023-4-11 12:42:30,,,,,
37,Thành Thị Phương,hongminh@example.com,397314162,https://plus.unsplash.com/premium_photo-1670002383626-10c63bbe67d9?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Njl8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 797,,12345678,candidate,2023-6-11 12:42:30,,,,,
38,Từ Văn Nam,thuythu@example.com,397314163,https://images.unsplash.com/photo-1624298357597-fd92dfbec01d?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjN8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 798,,12345678,candidate,2023-7-11 12:42:30,,,,,
39,Đào Thị Thúy,vanchuong@example.com,397314164,https://images.unsplash.com/photo-1645830166230-187caf791b90?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 799,,12345678,candidate,2023-8-11 12:42:30,,,,,
40,Đặng Thị Ngọc Thùy,thuykhanh@example.com,397314165,https://plus.unsplash.com/premium_photo-1693112711397-d5f89181b569?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTQ1fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 800,,12345678,candidate,2023-9-11 12:42:30,,,,,
41,Tôn Thất Bình,thuyhoa@example.com,397314166,https://images.unsplash.com/photo-1685903772095-f07172808761?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTQ4fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 801,,12345678,candidate,2023-10-11 12:42:30,,,,,
42,Trương Thanh Hương,thanhtruc@example.com,397314167,https://plus.unsplash.com/premium_photo-1693000696650-e73643956033?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTQ5fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 802,,12345678,candidate,2023-11-11 12:42:30,,,,,
43,Hồ Kim Quy,thanhthao@example.com,397314168,https://images.unsplash.com/photo-1641894252843-9794796577be?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjZ8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 803,,12345678,candidate,2023-1-11 12:42:30,,,,,
44,Đặng Kim Anh,huyennhi@example.com,397314169,https://plus.unsplash.com/premium_photo-1688350808212-4e6908a03925?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mjc3fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 804,,12345678,candidate,2023-1-11 12:42:30,,,,,
45,Phan Kim Tâm,thanhloan@example.com,397314170,https://plus.unsplash.com/premium_photo-1688740375397-34605b6abe48?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTg1fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 805,,12345678,candidate,2023-2-11 12:42:30,,,,,
46,Công ty Phát Triển Công Nghệ Thông Tin,hathanh@example.com,397314171,https://cdn.worldvectorlogo.com/logos/clarion-logo.svg,số nhà 806,,12345678,company,2023-3-11 12:42:30,,,,,
47,Công ty Làm Mới Đột Phá,minhquyen@example.com,397314172,https://cdn.worldvectorlogo.com/logos/villis.svg,số nhà 807,,12345678,company,2023-4-11 12:42:30,,,,,
48,Công ty Sáng Tạo Vượt Bậc,vankhanh@example.com,397314173,https://cdn.worldvectorlogo.com/logos/oyster-1.svg,số nhà 808,,12345678,company,2023-6-11 12:42:30,,,,,
49,Công ty Thành Công Bền Vững,thuyduong@example.com,397314174,https://cdn.worldvectorlogo.com/logos/dm-drugstore.svg,số nhà 809,,12345678,company,2023-8-11 12:42:30,,,,,
50,Vũ Kim Anh,hoanglong@example.com,397314175,https://plus.unsplash.com/premium_photo-1689551671541-31a345ce6ae0?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTUzfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 810,,12345678,candidate,2023-9-11 12:42:30,,,,,
51,Cao Thị Thanh Thảo,thanhngan@example.com,397314176,https://plus.unsplash.com/premium_photo-1689551670902-19b441a6afde?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU3fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 811,,12345678,candidate,2023-10-11 12:42:30,,,,,
52,Lương Minh Tiến,tuanlinh@example.com,397314177,https://images.unsplash.com/photo-1544724107-6d5c4caaff30?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Njh8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 812,,12345678,candidate,2023-11-11 12:42:30,,,,,
53,Tô Hải Dương,phuongnga@example.com,397314178,https://plus.unsplash.com/premium_photo-1664203068145-b1d7d1680f6c?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nzd8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 813,,12345678,candidate,2023-8-11 12:42:30,,,,,
54,Hương Quỳnh Nga,thuytrang@example.com,397314179,https://plus.unsplash.com/premium_photo-1691784778805-e1067ac42e01?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8ODl8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 814,,12345678,candidate,2023-9-11 12:42:30,,,,,
55,Chuẩn Văn Thanh,thanhhoaaz@example.com,397314180,https://images.unsplash.com/photo-1630910561339-4e22c7150093?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzJ8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 815,,12345678,candidate,2023-10-11 12:42:30,,,,,
56,Phú Quốc Hưng,thuyduyen@example.com,397314181,https://plus.unsplash.com/premium_photo-1664536392779-049ba8fde933?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzN8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 816,,12345678,candidate,2023-11-11 12:42:30,,,,,
57,Phong Hà Minh,tuankhanh@example.com,397314182,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8ODJ8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 817,,12345678,candidate,2023-12-11 12:42:30,,,,,
58,Minh Thị Hương,thanhhuong@example.com,397314183,https://plus.unsplash.com/premium_photo-1690579805273-fd0c7b08035d?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTA1fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 818,,12345678,candidate,2023-1-11 12:42:30,,,,,
59,Tuấn Đức Tuấn,nguyenphuong@example.com,397314184,https://plus.unsplash.com/premium_photo-1690579805307-7ec030c75543?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8ODV8fGF2YXRhcnxlbnwwfHwwfHx8MA%3D%3D,số nhà 819,,12345678,candidate,2023-3-11 12:42:30,,,,,
60,Hoài Văn Hoàng,hoanghiep@example.com,397314185,https://plus.unsplash.com/premium_photo-1693258698597-1b2b1bf943cc?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAxfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 820,,12345678,candidate,2023-7-11 12:42:30,,,,,
61,Huyền Thị Ngọc Mai,thuyvan@example.com,397314186,https://plus.unsplash.com/premium_photo-1693000697560-a3f90545c792?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTMzfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 821,,12345678,candidate,2023-10-11 12:42:30,,,,,
62,Quỳnh Thị Linh,thithu@example.com,397314187,https://images.unsplash.com/photo-1651346158507-a2810590687f?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM2fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 822,,12345678,candidate,2023-11-11 12:42:30,,,,,
63,Hiền Văn Đức,minhhieu@example.com,397314188,https://images.unsplash.com/photo-1645378999496-33c8c2afe38d?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTI4fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 823,,12345678,candidate,2023-12-11 12:42:30,,,,,
64,Thanh Thị Thu,vanphuc@example.com,397314189,https://images.unsplash.com/photo-1663893364107-a6ecd06cf615?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM5fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 824,,12345678,candidate,2023-1-11 12:42:30,,,,,
65,Tâm Văn Trọng,minhhai@example.com,397314190,https://plus.unsplash.com/premium_photo-1690579805323-ce7193c0755d?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM3fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 825,,12345678,candidate,2023-1-11 12:42:30,,,,,
66,Công ty Công nghệ Thành Công,thanhha@example.com,397314191,https://cdn.worldvectorlogo.com/logos/wb-56.svg,số nhà 826,,12345678,company,2023-1-11 12:42:30,,,,,
67,Công ty Đổi Mới Sáng Tạo,hoangnam@example.com,397314192,https://cdn.worldvectorlogo.com/logos/apptentive.svg,số nhà 827,,12345678,company,2023-9-11 12:42:30,,,,,
68,Công ty Điểm Mới,thithao@example.com,397314193,https://cdn.worldvectorlogo.com/logos/nfpa-logo-1.svg,số nhà 828,,12345678,company,2023-10-11 12:42:30,,,,,
69,Công ty Sáng Tạo Hòa Bình,haingo@example.com,397314194,https://cdn.worldvectorlogo.com/logos/coolcoin.svg,số nhà 829,,12345678,company,2023-11-11 12:42:30,,,,,
70,Công ty Phát Triển Xanh,thihoa1@example.com,397314195,https://cdn.worldvectorlogo.com/logos/maxxum.svg,số nhà 830,,12345678,company,2023-8-11 12:42:30,,,,,
71,Công ty Tiên Phong Sáng Tạo,vancuong@example.com,397314196,https://cdn.worldvectorlogo.com/logos/dial-3.svg,số nhà 831,,12345678,company,2023-9-11 12:42:30,,,,,
72,Công ty Giải Pháp Công Nghệ Thông Tin,thuynhan@example.com,397314197,https://cdn.worldvectorlogo.com/logos/playkey.svg,số nhà 832,,12345678,company,2023-10-11 12:42:30,,,,,
73,Công ty Động Lực Sáng Tạo,thiha@example.com,397314198,https://cdn.worldvectorlogo.com/logos/agencja-reklama-pocztowa-551.svg,số nhà 833,,12345678,company,2023-11-11 12:42:30,,,,,
74,Công ty Tri Thức Vững Mãi,thuytrinh@example.com,397314199,https://cdn.worldvectorlogo.com/logos/nk.svg,số nhà 834,,12345678,company,2023-11-11 12:42:30,,,,,
75,Công ty Vận Động Đột Phá,hienminh@example.com,397314200,https://cdn.worldvectorlogo.com/logos/struts.svg,số nhà 835,,12345678,company,2023-1-11 12:42:30,,,,,
76,Thảo Thị Hà,thanhtu@example.com,397314201,https://plus.unsplash.com/premium_photo-1689551671548-79ff30459d2a?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTY1fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 836,,12345678,candidate,2023-1-11 12:42:30,,,,,
77,Anh Thị Lan,nguyenlinh@example.com,397314202,https://plus.unsplash.com/premium_photo-1688572454849-4348982edf7d?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTY5fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 837,,12345678,candidate,2023-11-11 12:42:30,,,,,
78,Phát Thanh Trung,vananh@example.com,397314203,https://plus.unsplash.com/premium_photo-1689533448099-2dc408030f0f?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTYxfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 838,,12345678,candidate,2023-11-11 12:42:30,,,,,
